arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,is_holdout,holding_days,top_n,n_veto,veto_rate,n_spc_blocked_pool,tickers_baseline,tickers_arm,tickers_vetados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm
Arm_A_1.00,0,2018-10-17,2018-10-16,2018-10-31,2018-10-30,TRAIN,0,10,20,1,0.05,0,TLRY;KALV;GOGO;ICL;FEIM;SSP;IAC;PLAY;EEFT;ULH;HCKT;FLS;MKC.V;NXRT;UVE;IIPR;RLGT;KWR;VIAV;HLIT,KALV;GOGO;ICL;FEIM;SSP;IAC;PLAY;EEFT;ULH;HCKT;FLS;MKC.V;NXRT;UVE;IIPR;RLGT;KWR;VIAV;HLIT;HP,TLRY,HP,-0.07729372084093676,-0.05463245006057558,-0.054657450060575576,2.5e-05
Arm_A_1.00,0,2018-10-31,2018-10-30,2018-11-14,2018-11-13,TRAIN,0,10,20,1,0.05,0,TLRY;GOGO;KALV;MGTX;IIIV;LQDA;RLGT;SBH;LRN;MKC.V;SSP;FEIM;IAC;NVAX;ZBIO;KIDS;NXRT;PLAY;JJSF;IIPR,GOGO;KALV;MGTX;IIIV;LQDA;RLGT;SBH;LRN;MKC.V;SSP;FEIM;IAC;NVAX;ZBIO;KIDS;NXRT;PLAY;JJSF;IIPR;IDT,TLRY,IDT,0.005030520539732063,-0.0019763566997393436,-0.0020013566997393434,2.5e-05
Arm_A_1.00,0,2018-11-14,2018-11-13,2018-11-29,2018-11-28,TRAIN,0,10,20,1,0.05,0,TLRY;SLS;RLGT;SBH;NWPX;PACB;LRN;RGEN;MGTX;GOGO;IIPR;MKC.V;NAT;LOCO;ICL;SSRM;GOLD;FEIM;IDT;SRRK,SLS;RLGT;SBH;NWPX;PACB;LRN;RGEN;MGTX;GOGO;IIPR;MKC.V;NAT;LOCO;ICL;SSRM;GOLD;FEIM;IDT;SRRK;NAK,TLRY,NAK,-0.013226628513635466,-0.008026388823777864,-0.008051388823777865,2.5e-05
Arm_A_1.00,0,2018-11-29,2018-11-28,2018-12-14,2018-12-13,TRAIN,0,10,20,0,0.0,0,LRN;IDT;SBH;TR;MITK;NAT;NWPX;HELE;MKC.V;GHC;FEIM;GOLD;PACB;LOCO;RLGT;SAFE;SSRM;EEFT;TMQ;VCTR,LRN;IDT;SBH;TR;MITK;NAT;NWPX;HELE;MKC.V;GHC;FEIM;GOLD;PACB;LOCO;RLGT;SAFE;SSRM;EEFT;TMQ;VCTR,,,-0.03673604836599663,-0.03673604836599663,-0.03673604836599663,0.0
Arm_A_1.00,0,2018-12-14,2018-12-13,2018-12-31,2018-12-28,TRAIN,0,10,20,0,0.0,0,GOLD;NVAX;MITK;SSRM;GNE;LRN;RDVT;MKC.V;TR;FNV;GHC;YORW;ENSG;HE;NWPX;KRYS;FEIM;VIRT;HELE;IIPR,GOLD;NVAX;MITK;SSRM;GNE;LRN;RDVT;MKC.V;TR;FNV;GHC;YORW;ENSG;HE;NWPX;KRYS;FEIM;VIRT;HELE;IIPR,,,-0.07319488217929573,-0.07319488217929573,-0.07319488217929573,0.0
Arm_A_1.00,0,2018-12-31,2018-12-28,2019-01-15,2019-01-14,TRAIN,0,10,20,0,0.0,0,ZBIO;MITK;LRN;SSRM;UTI;VIRT;TR;MLAB;GHC;HYAC;GIG;GOLD;HLF;TFSL;NWPX;FNV;KGC;LOCO;MKC.V;HE,ZBIO;MITK;LRN;SSRM;UTI;VIRT;TR;MLAB;GHC;HYAC;GIG;GOLD;HLF;TFSL;NWPX;FNV;KGC;LOCO;MKC.V;HE,,,-0.10449814683487116,-0.10449814683487116,-0.10449814683487116,0.0
Arm_A_1.00,0,2019-01-15,2019-01-14,2019-01-30,2019-01-29,TRAIN,0,10,20,0,0.0,0,UTI;LRN;PACB;GNE;MITK;LQDT;LGIH;MLAB;VCTR;VCYT;KRYS;LOCO;RDVT;LION;TFSL;PKE;PFGC;GHC;GNTX;IIPR,UTI;LRN;PACB;GNE;MITK;LQDT;LGIH;MLAB;VCTR;VCYT;KRYS;LOCO;RDVT;LION;TFSL;PKE;PFGC;GHC;GNTX;IIPR,,,0.0260926568164943,0.0260926568164943,0.0260926568164943,0.0
Arm_A_1.00,0,2019-01-30,2019-01-29,2019-02-13,2019-02-12,TRAIN,0,10,20,0,0.0,0,GNE;VCYT;MITK;GLOB;NVCR;UTI;LRN;NAK;SANM;PKE;SSRM;RDVT;VCTR;IIPR;LGIH;LION;PACB;ROAD;ENTG;NWL,GNE;VCYT;MITK;GLOB;NVCR;UTI;LRN;NAK;SANM;PKE;SSRM;RDVT;VCTR;IIPR;LGIH;LION;PACB;ROAD;ENTG;NWL,,,0.00823790617670756,0.00823790617670756,0.00823790617670756,0.0
Arm_A_1.00,0,2019-02-13,2019-02-12,2019-02-28,2019-02-27,TRAIN,0,10,20,0,0.0,0,NVCR;PAR;LGIH;PNRG;LRN;LSCC;IIPR;SSRM;LION;THM;ICHR;GFF;NAK;PCTY;EEX;VECO;VHI;FLEX;MLAB;TMHC,NVCR;PAR;LGIH;PNRG;LRN;LSCC;IIPR;SSRM;LION;THM;ICHR;GFF;NAK;PCTY;EEX;VECO;VHI;FLEX;MLAB;TMHC,,,0.04519387313462299,0.04519387313462299,0.04519387313462299,0.0
Arm_A_1.00,0,2019-02-28,2019-02-27,2019-03-14,2019-03-13,TRAIN,0,10,20,0,0.0,0,LSCC;NVCR;VCYT;IIPR;TNDM;W;VHI;PNRG;OFLX;RPD;SMMT;PAR;GFF;LRN;LION;VIAV;THM;PDFS;SSNC;PCTY,LSCC;NVCR;VCYT;IIPR;TNDM;W;VHI;PNRG;OFLX;RPD;SMMT;PAR;GFF;LRN;LION;VIAV;THM;PDFS;SSNC;PCTY,,,-0.017309683540522924,-0.017309683540522924,-0.017309683540522924,0.0
Arm_A_1.00,0,2019-03-14,2019-03-13,2019-03-28,2019-03-27,TRAIN,0,10,20,0,0.0,0,LSCC;GH;GFF;PNRG;TNDM;TPB;VCYT;YETI;SNAP;OFLX;ZS;RIOT;PBYI;LRN;PDFS;IIPR;FLGT;WGO;ROG;RPD,LSCC;GH;GFF;PNRG;TNDM;TPB;VCYT;YETI;SNAP;OFLX;ZS;RIOT;PBYI;LRN;PDFS;IIPR;FLGT;WGO;ROG;RPD,,,-0.008385222513054631,-0.008385222513054631,-0.008385222513054631,0.0
Arm_A_1.00,0,2019-03-28,2019-03-27,2019-04-11,2019-04-10,TRAIN,0,10,20,0,0.0,0,YETI;STNE;VCYT;GFF;IIPR;SNAP;GH;ROKU;ZS;TGTX;PAGS;MNKD;RPD;LNTH;LSCC;VCTR;FND;RARE;TMQ;ROG,YETI;STNE;VCYT;GFF;IIPR;SNAP;GH;ROKU;ZS;TGTX;PAGS;MNKD;RPD;LNTH;LSCC;VCTR;FND;RARE;TMQ;ROG,,,0.03197840566327763,0.03197840566327763,0.03197840566327763,0.0
Arm_A_1.00,0,2019-04-11,2019-04-10,2019-04-26,2019-04-25,TRAIN,0,10,20,1,0.05,0,RIOT;SNAP;YETI;LSCC;GFF;PLUG;MGTX;IIPR;LNTH;VCYT;SBGI;GERN;LRN;ROG;NYT;STNE;RPD;TGTX;NTRA;VCTR,SNAP;YETI;LSCC;GFF;PLUG;MGTX;IIPR;LNTH;VCYT;SBGI;GERN;LRN;ROG;NYT;STNE;RPD;TGTX;NTRA;VCTR;GH,RIOT,GH,-0.041251728299430426,-0.05674059039033591,-0.05676559039033591,2.5e-05
Arm_A_1.00,0,2019-04-26,2019-04-25,2019-05-10,2019-05-09,TRAIN,0,10,20,1,0.05,0,RIOT;YETI;PLUG;TGTX;MGTX;SAFE;SNAP;GERN;FLGT;VSAT;VCTR;HEI.A;LSCC;MXL;MRCY;SBGI;NXST;FND;PPC;RPD,YETI;PLUG;TGTX;MGTX;SAFE;SNAP;GERN;FLGT;VSAT;VCTR;HEI.A;LSCC;MXL;MRCY;SBGI;NXST;FND;PPC;RPD;LNTH,RIOT,LNTH,-0.03987786581389114,-0.015978692417439037,-0.016003692417439038,2.5e-05
Arm_A_1.00,0,2019-05-10,2019-05-09,2019-05-24,2019-05-23,TRAIN,0,10,20,0,0.0,0,SBGI;TGTX;STNG;SAFE;PI;LSCC;STRA;PLUG;VCTR;VRRM;PLNT;ROKU;SPB;PPC;YETI;LITE;MTRN;KNSL;LMB;ROG,SBGI;TGTX;STNG;SAFE;PI;LSCC;STRA;PLUG;VCTR;VRRM;PLNT;ROKU;SPB;PPC;YETI;LITE;MTRN;KNSL;LMB;ROG,,,-0.04766366655252476,-0.04766366655252476,-0.04766366655252476,0.0
Arm_A_1.00,0,2019-05-24,2019-05-23,2019-06-10,2019-06-07,TRAIN,0,10,20,0,0.0,0,LTBR;RDVT;SAFE;SBGI;MGTX;LMB;PPC;FLY;STRA;VCTR;PLNT;KOD;NC;LAD;ZS;KNSL;LIND;KRYS;RLI;PLUG,LTBR;RDVT;SAFE;SBGI;MGTX;LMB;PPC;FLY;STRA;VCTR;PLNT;KOD;NC;LAD;ZS;KNSL;LIND;KRYS;RLI;PLUG,,,-0.038248452512943454,-0.038248452512943454,-0.038248452512943454,0.0
Arm_A_1.00,0,2019-06-10,2019-06-07,2019-06-24,2019-06-21,TRAIN,0,10,20,0,0.0,0,RDVT;SAFE;STNG;KRYS;HEI;NSSC;KOD;KTOS;ELF;SAH;LAD;STRA;LPG;PPC;LMB;RLI;VEEV;HEI.A;PI;KNSL,RDVT;SAFE;STNG;KRYS;HEI;NSSC;KOD;KTOS;ELF;SAH;LAD;STRA;LPG;PPC;LMB;RLI;VEEV;HEI.A;PI;KNSL,,,0.011797210751379851,0.011797210751379851,0.011797210751379851,0.0
Arm_A_1.00,0,2019-06-24,2019-06-21,2019-07-09,2019-07-08,TRAIN,0,10,20,0,0.0,0,KOD;RDVT;SNDX;SAH;GLOB;LAD;HEI;HLNE;SKY;KTOS;STRA;LPG;SAFE;NSSC;KBR;RLI;ZYME;ROKU;RNR;WGO,KOD;RDVT;SNDX;SAH;GLOB;LAD;HEI;HLNE;SKY;KTOS;STRA;LPG;SAFE;NSSC;KBR;RLI;ZYME;ROKU;RNR;WGO,,,0.013605754888877306,0.013605754888877306,0.013605754888877306,0.0
Arm_A_1.00,0,2019-07-09,2019-07-08,2019-07-23,2019-07-22,TRAIN,0,10,20,0,0.0,0,KOD;HROW;PI;KTOS;ROKU;IDT;ZYME;RDVT;SAM;GNE;SNDX;RGEN;KNSL;HEI;HLNE;SAFE;GLOB;STNG;MGTX;RNR,KOD;HROW;PI;KTOS;ROKU;IDT;ZYME;RDVT;SAM;GNE;SNDX;RGEN;KNSL;HEI;HLNE;SAFE;GLOB;STNG;MGTX;RNR,,,-0.003007954039253813,-0.003007954039253813,-0.003007954039253813,0.0
Arm_A_1.00,0,2019-07-23,2019-07-22,2019-08-06,2019-08-05,TRAIN,0,10,20,0,0.0,0,KOD;PAGS;USAS;EGO;RDVT;KTOS;ROKU;NVCR;HROW;ELLO;RGEN;RGLD;IDT;SAM;SAH;ZYME;GOLD;HEI;FNV;STNE,KOD;PAGS;USAS;EGO;RDVT;KTOS;ROKU;NVCR;HROW;ELLO;RGEN;RGLD;IDT;SAM;SAH;ZYME;GOLD;HEI;FNV;STNE,,,-0.025588875901663966,-0.025588875901663966,-0.025588875901663966,0.0
Arm_A_1.00,0,2019-08-06,2019-08-05,2019-08-20,2019-08-19,TRAIN,0,10,20,0,0.0,0,EGO;NVCR;RDVT;PAGS;USAS;KGC;RGLD;ELLO;HROW;IAG;SSRM;PLMR;PERI;ZG;GOLD;ROKU;MTSI;Z;KOD;SKY,EGO;NVCR;RDVT;PAGS;USAS;KGC;RGLD;ELLO;HROW;IAG;SSRM;PLMR;PERI;ZG;GOLD;ROKU;MTSI;Z;KOD;SKY,,,-0.000988440033626915,-0.000988440033626915,-0.000988440033626915,0.0
Arm_A_1.00,0,2019-08-20,2019-08-19,2019-09-04,2019-09-03,TRAIN,0,10,20,0,0.0,0,EGO;FLGT;NVCR;PERI;PAGS;RGLD;USAS;PLMR;GOLD;LSCC;PAAS;KGC;RH;OCUL;HEI;ELLO;ROKU;ELF;PI;MTSI,EGO;FLGT;NVCR;PERI;PAGS;RGLD;USAS;PLMR;GOLD;LSCC;PAAS;KGC;RH;OCUL;HEI;ELLO;ROKU;ELF;PI;MTSI,,,0.017543340654171204,0.017543340654171204,0.017543340654171204,0.0
Arm_A_1.00,0,2019-09-04,2019-09-03,2019-09-18,2019-09-17,TRAIN,0,10,20,0,0.0,0,EGO;PERI;USAS;PAAS;RGLD;NVCR;UTI;RH;GOLD;PFSI;SAIA;FLGT;PAGS;KGC;ELF;ROKU;SSRM;PLMR;IMKTA;SAM,EGO;PERI;USAS;PAAS;RGLD;NVCR;UTI;RH;GOLD;PFSI;SAIA;FLGT;PAGS;KGC;ELF;ROKU;SSRM;PLMR;IMKTA;SAM,,,-0.05049012098295339,-0.05049012098295339,-0.05049012098295339,0.0
Arm_A_1.00,0,2019-09-18,2019-09-17,2019-10-02,2019-10-01,TRAIN,0,10,20,0,0.0,0,FLGT;EGO;MTSI;SAIA;RH;PFSI;PERI;SLDB;GEVO;HOV;PLMR;PAAS;UTI;VC;USAS;GNW;LMAT;KGC;IMKTA;ZYME,FLGT;EGO;MTSI;SAIA;RH;PFSI;PERI;SLDB;GEVO;HOV;PLMR;PAAS;UTI;VC;USAS;GNW;LMAT;KGC;IMKTA;ZYME,,,-0.02880779242899295,-0.02880779242899295,-0.02880779242899295,0.0
Arm_A_1.00,0,2019-10-02,2019-10-01,2019-10-16,2019-10-15,TRAIN,0,10,20,0,0.0,0,HOV;PLMR;RH;SAIA;PERI;PFSI;VC;OFLX;FLGT;ENTG;MHO;KBH;MTH;IMKTA;JHX;SLDB;LEGH;MTSI;FCN;GMED,HOV;PLMR;RH;SAIA;PERI;PFSI;VC;OFLX;FLGT;ENTG;MHO;KBH;MTH;IMKTA;JHX;SLDB;LEGH;MTSI;FCN;GMED,,,0.04359159419550363,0.04359159419550363,0.04359159419550363,0.0
Arm_A_1.00,0,2019-10-16,2019-10-15,2019-10-30,2019-10-29,TRAIN,0,10,20,1,0.05,0,HOV;NAT;PLMR;SAIA;SLDB;RH;FLGT;TNK;PFSI;VC;NTRA;KBH;LEN.B;MTZ;JHX;ENTG;MTH;STRL;MHO;NVMI,NAT;PLMR;SAIA;SLDB;RH;FLGT;TNK;PFSI;VC;NTRA;KBH;LEN.B;MTZ;JHX;ENTG;MTH;STRL;MHO;NVMI;YORW,HOV,YORW,0.023670519335907098,0.0277229509799233,0.027697950979923298,2.5e-05
Arm_A_1.00,0,2019-10-30,2019-10-29,2019-11-13,2019-11-12,TRAIN,0,10,20,1,0.05,0,HOV;TNK;NAT;SLDB;PLMR;KOD;SAIA;RH;VC;NWL;SSD;KBH;PFSI;STRL;UTI;ZUMZ;ZYME;IMKTA;GOGO;PLAB,TNK;NAT;SLDB;PLMR;KOD;SAIA;RH;VC;NWL;SSD;KBH;PFSI;STRL;UTI;ZUMZ;ZYME;IMKTA;GOGO;PLAB;LEG,HOV,LEG,-0.09229764206517499,-0.08554231701452054,-0.08556731701452054,2.5e-05
Arm_A_1.00,0,2019-11-13,2019-11-12,2019-11-27,2019-11-26,TRAIN,0,10,20,1,0.05,0,HOV;LEU;KOD;TNK;TPC;NAT;GME;PNRG;OEC;PBF;TILE;THO;HL;URBN;ICHR;JHG;KOP;VC;THC;PDFS,LEU;KOD;TNK;TPC;NAT;GME;PNRG;OEC;PBF;TILE;THO;HL;URBN;ICHR;JHG;KOP;VC;THC;PDFS;PLUG,HOV,PLUG,-0.029297354238857088,-0.015609253600876238,-0.01563425360087624,2.5e-05
Arm_A_1.00,0,2019-11-27,2019-11-26,2019-12-12,2019-12-11,TRAIN,0,10,20,1,0.05,0,HOV;KOD;TNK;NAT;PLUG;ZYME;TILE;TPC;NWPX;RH;PLMR;SAFE;LEG;SNX;KRG;WGO;THC;STM;RCKT;PDFS,KOD;TNK;NAT;PLUG;ZYME;TILE;TPC;NWPX;RH;PLMR;SAFE;LEG;SNX;KRG;WGO;THC;STM;RCKT;PDFS;ICHR,HOV,ICHR,0.08136335855648955,0.07086630772688374,0.07084130772688374,2.5e-05
Arm_A_1.00,0,2019-12-12,2019-12-11,2019-12-27,2019-12-26,TRAIN,0,10,20,1,0.05,0,KOD;TNK;NAT;ZYME;HOV;PLMR;LEU;HL;THC;LPG;KMDA;SAFE;NSIT;STM;IIIV;PCTY;RH;Z;ZG;SNX,TNK;NAT;ZYME;HOV;PLMR;LEU;HL;THC;LPG;KMDA;SAFE;NSIT;STM;IIIV;PCTY;RH;Z;ZG;SNX;TILE,KOD,TILE,0.043497079916004704,0.03318180678016365,0.03315680678016365,2.5e-05
Arm_A_1.00,0,2019-12-27,2019-12-26,2020-01-13,2020-01-10,TRAIN,0,10,20,2,0.1,0,KOD;TNK;NAT;RCKT;THC;FCEL;LEU;ZYME;TGTX;HL;VICR;KRYS;SRPT;ZG;MIRM;Z;GDEN;LITE;LE;PAAS,TNK;NAT;RCKT;THC;LEU;ZYME;TGTX;HL;VICR;KRYS;SRPT;ZG;MIRM;Z;GDEN;LITE;LE;PAAS;PENN;THO,FCEL;KOD,PENN;THO,-0.012762310419002545,-0.0435710929163187,-0.0436210929163187,5e-05
Arm_A_1.00,0,2020-01-13,2020-01-10,2020-01-28,2020-01-27,TRAIN,0,10,20,3,0.15,0,FCEL;KOD;TGTX;RLMD;RCKT;KNSA;PERI;VICR;THC;ZYME;ZG;HL;Z;NBR;REI;STKL;SLNO;LIFE;LITE;VRTS,TGTX;RCKT;KNSA;PERI;VICR;THC;ZYME;ZG;HL;Z;NBR;REI;STKL;SLNO;LIFE;LITE;VRTS;IIIV;SAIL;GDEN,FCEL;KOD;RLMD,GDEN;IIIV;SAIL,-0.04129659685595308,-0.02595588329063576,-0.02603088329063576,7.500000000000001e-05
Arm_A_1.00,0,2020-01-28,2020-01-27,2020-02-11,2020-02-10,TRAIN,0,10,20,2,0.1,0,FCEL;KNSA;KOD;TGTX;SLNO;PGNY;RLMD;IIIV;ELLO;VICR;RCKT;VIR;HL;RDNT;PCTY;MIRM;ZG;GLOB;THC;KRYS,KNSA;TGTX;SLNO;PGNY;RLMD;IIIV;ELLO;VICR;RCKT;VIR;HL;RDNT;PCTY;MIRM;ZG;GLOB;THC;KRYS;SPFI;IESC,FCEL;KOD,IESC;SPFI,0.038603699910928005,0.013540454448352382,0.013490454448352382,5e-05
Arm_A_1.00,0,2020-02-11,2020-02-10,2020-02-26,2020-02-25,TRAIN,0,10,20,2,0.1,0,FCEL;KOD;KNSA;IIIV;TGTX;SLNO;PENN;ELLO;UTI;SAFE;VSTM;LAC;MMSI;PERI;LPTH;RARE;PNTG;MIRM;VICR;LCTX,KNSA;IIIV;TGTX;SLNO;PENN;ELLO;UTI;SAFE;VSTM;LAC;MMSI;PERI;LPTH;RARE;PNTG;MIRM;VICR;LCTX;PLUG;KNSL,FCEL;KOD,KNSL;PLUG,-0.05175139092199612,-0.03818276109952632,-0.03823276109952632,5e-05
Arm_A_1.00,0,2020-02-26,2020-02-25,2020-03-11,2020-03-10,TRAIN,0,10,20,1,0.05,0,FCEL;KNSA;LPTH;TGTX;UNIT;SAFE;RUN;MMSI;LAC;RNG;KOD;KNSL;PERI;GDOT;RCUS;VSTM;ELLO;SLNO;RDVT;OCUL,KNSA;LPTH;TGTX;UNIT;SAFE;RUN;MMSI;LAC;RNG;KOD;KNSL;PERI;GDOT;RCUS;VSTM;ELLO;SLNO;RDVT;OCUL;ZG,FCEL,ZG,-0.07564937508875598,-0.07336103963285849,-0.07338603963285849,2.5e-05
Arm_A_1.00,0,2020-03-11,2020-03-10,2020-03-25,2020-03-24,TRAIN,0,10,20,1,0.05,0,FCEL;RCUS;ZM;VSTM;LPTH;SRRK;SAFE;VIRT;KNSA;NVAX;RNG;KNSL;FG;LMB;MMSI;OCUL;GOLD;KGC;VIR;HYAC,RCUS;ZM;VSTM;LPTH;SRRK;SAFE;VIRT;KNSA;NVAX;RNG;KNSL;FG;LMB;MMSI;OCUL;GOLD;KGC;VIR;HYAC;GIX,FCEL,GIX,-0.13839426936103177,-0.12934073061641665,-0.12936573061641665,2.5e-05
Arm_A_1.00,0,2020-03-25,2020-03-24,2020-04-08,2020-04-07,TRAIN,0,10,20,1,0.05,0,ZM;NVAX;ELA;VIRT;VIR;SMMT;SAFE;GIX;EE;ZS;HYAC;KFS;TR;FNV;RNG;RGR;GOLD;S;FIVN;FCN,ZM;ELA;VIRT;VIR;SMMT;SAFE;GIX;EE;ZS;HYAC;KFS;TR;FNV;RNG;RGR;GOLD;S;FIVN;FCN;WDFC,NVAX,WDFC,0.023856665999879727,0.010363910593413416,0.010338910593413415,2.5e-05
Arm_A_1.00,0,2020-04-08,2020-04-07,2020-04-23,2020-04-22,TRAIN,0,10,20,1,0.05,0,NVAX;VIRT;SMMT;ZM;ELA;VIR;GIX;TR;EE;HYAC;GO;HLI;VSTM;FCN;ZS;KFS;GOLD;RCUS;ICUI;RGR,VIRT;SMMT;ZM;ELA;VIR;GIX;TR;EE;HYAC;GO;HLI;VSTM;FCN;ZS;KFS;GOLD;RCUS;ICUI;RGR;LPTH,NVAX,LPTH,0.13148641341188747,0.1473860245927571,0.1473610245927571,2.5e-05
Arm_A_1.00,0,2020-04-23,2020-04-22,2020-05-07,2020-05-06,TRAIN,0,10,20,3,0.15,0,LPTH;SMMT;RCUS;ZM;NVAX;VIRT;SRRK;ELA;VSTM;GOLD;FIVN;VEEV;EE;TR;FNV;UNFI;UTHR;HLI;RGR;KGC,SMMT;ZM;VIRT;SRRK;ELA;VSTM;GOLD;FIVN;VEEV;EE;TR;FNV;UNFI;UTHR;HLI;RGR;KGC;ICUI;RRC;SLGN,LPTH;NVAX;RCUS,ICUI;RRC;SLGN,-0.0474429471049359,-0.03302278693877408,-0.033097786938774076,7.500000000000001e-05
Arm_A_1.00,0,2020-05-07,2020-05-06,2020-05-21,2020-05-20,TRAIN,0,10,20,1,0.05,0,LPTH;NVAX;VIRT;RCUS;ZM;SMMT;ELA;RRC;FIVN;GOLD;NAK;SAM;VEEV;SNDX;FNV;TR;EE;RGEN;FIZZ;LRN,NVAX;VIRT;RCUS;ZM;SMMT;ELA;RRC;FIVN;GOLD;NAK;SAM;VEEV;SNDX;FNV;TR;EE;RGEN;FIZZ;LRN;KOPN,LPTH,KOPN,0.1019045954409898,0.128577664324094,0.128552664324094,2.5e-05
Arm_A_1.00,0,2020-05-21,2020-05-20,2020-06-05,2020-06-04,TRAIN,0,10,20,1,0.05,0,NVAX;SMMT;KOPN;UNFI;ZM;RRC;RCUS;FIVN;LQDA;LOGI;VIR;RGEN;ZS;SNDX;SPOT;GERN;W;SAM;RIOT;SLS,SMMT;KOPN;UNFI;ZM;RRC;RCUS;FIVN;LQDA;LOGI;VIR;RGEN;ZS;SNDX;SPOT;GERN;W;SAM;RIOT;SLS;VEEV,NVAX,VEEV,-0.00044121950151578893,0.00892677871165693,0.008901778711656929,2.5e-05
Arm_A_1.00,0,2020-06-05,2020-06-04,2020-06-19,2020-06-18,TRAIN,0,10,20,5,0.25,0,UNFI;KOPN;NVAX;THM;W;NAK;RRC;ZS;LQDA;VMD;SMMT;ZM;RIOT;RGR;LPTH;LOGI;SLS;VFF;SPT;MRVL,NAK;RRC;ZS;LQDA;VMD;SMMT;ZM;RIOT;RGR;LPTH;LOGI;SLS;VFF;SPT;MRVL;LINC;STKL;STAA;REPL;LASR,KOPN;NVAX;THM;UNFI;W,LASR;LINC;REPL;STAA;STKL,0.028543485871437756,0.006266255602404539,0.0061412556024045386,0.000125
Arm_A_1.00,0,2020-06-19,2020-06-18,2020-07-06,2020-07-02,TRAIN,0,10,20,16,0.8,0,W;RPRX;MTDR;KOPN;NVAX;NAK;PENN;THO;THM;WGO;IDYA;RH;LPTH;PATK;KOS;PAR;SAH;IAC;STKL;MUR,PAR;IAC;STKL;MUR;LEU;VMD;HZO;YETI;SPSC;PFSI;MHO;RUN;LINC;LASR;TGTX;ZG;PAGS;PDFS;PAAS;MTH,IDYA;KOPN;KOS;LPTH;MTDR;NAK;NVAX;PATK;PENN;RH;RPRX;SAH;THM;THO;W;WGO,HZO;LASR;LEU;LINC;MHO;MTH;PAAS;PAGS;PDFS;PFSI;RUN;SPSC;TGTX;VMD;YETI;ZG,-0.04615742468189328,-0.04744455023608687,-0.047844550236086865,0.0004
Arm_A_1.00,0,2020-07-06,2020-07-02,2020-07-20,2020-07-17,TRAIN,0,10,20,19,0.95,0,RPRX;THM;NVAX;W;NAK;KOPN;RH;THO;LPTH;IDYA;HZO;STKL;PENN;SAH;WES;REZI;HOV;PAR;UPWK;HLX,UPWK;PLUG;YETI;PII;PFSI;LGIH;WGO;SPOT;LAD;PATK;LASR;RUN;PMT;GDOT;SAIL;STAA;SITM;HUBS;MTH;VMD,HLX;HOV;HZO;IDYA;KOPN;LPTH;NAK;NVAX;PAR;PENN;REZI;RH;RPRX;SAH;STKL;THM;THO;W;WES,GDOT;HUBS;LAD;LASR;LGIH;MTH;PATK;PFSI;PII;PLUG;PMT;RUN;SAIL;SITM;SPOT;STAA;VMD;WGO;YETI,0.0814775686126066,0.0754513963490174,0.0749763963490174,0.000475
Arm_A_1.00,0,2020-07-20,2020-07-17,2020-08-03,2020-07-31,TRAIN,0,10,20,10,0.5,0,KOPN;NVAX;RPRX;THM;RUN;REZI;SITM;NAK;SAH;RH;LGIH;RYAM;IDYA;MTDR;MTH;THO;HZO;PENN;PATK;MHO,SAH;RH;LGIH;MTDR;MTH;THO;HZO;PENN;PATK;MHO;W;LRN;GDOT;STKL;TMHC;IBP;LAD;YETI;HOV;SAIL,IDYA;KOPN;NAK;NVAX;REZI;RPRX;RUN;RYAM;SITM;THM,GDOT;HOV;IBP;LAD;LRN;SAIL;STKL;TMHC;W;YETI,0.0062614255782650185,0.07292405716215741,0.07267405716215741,0.00025
Arm_A_1.00,0,2020-08-03,2020-07-31,2020-08-17,2020-08-14,TRAIN,0,10,20,10,0.5,0,NVAX;RPRX;KODK;KOPN;SOHU;THM;REZI;RUN;STKL;SITM;NAK;LEU;LINC;RH;LRN;LAD;NBR;SAIL;HL;YETI,STKL;SITM;LEU;LINC;RH;LRN;LAD;SAIL;HL;YETI;PMT;LAC;PENN;THO;HZO;W;MTH;LPTH;LGIH;PFSI,KODK;KOPN;NAK;NBR;NVAX;REZI;RPRX;RUN;SOHU;THM,HZO;LAC;LGIH;LPTH;MTH;PENN;PFSI;PMT;THO;W,-0.0011121820881615303,0.08348177956157948,0.08323177956157948,0.00025
Arm_A_1.00,0,2020-08-17,2020-08-14,2020-08-31,2020-08-28,TRAIN,0,10,20,3,0.15,0,RPRX;RUN;LINC;PLUG;LAD;SITM;PBI;LAC;NVAX;FLGT;REZI;SOHU;PENN;W;HZO;LRN;LEU;LB;PMT;STNE,LINC;LAD;SITM;PBI;LAC;NVAX;FLGT;REZI;SOHU;PENN;W;HZO;LRN;LEU;LB;PMT;STNE;RH;SAIL;STKL,PLUG;RPRX;RUN,RH;SAIL;STKL,-0.04879580271667645,-0.055424653865739415,-0.055499653865739414,7.500000000000001e-05
